"1","…………。","…………。","…………。"
"2","……へえ！　正解だ！\nやるな三玖、成長がうかがえるぞ。","……hey！ That's the right answer！\nDon't do it, you can see growth。","……Ei！ Essa é a resposta certa！\nNão faça isso, você pode ver o crescimento。"
"3","……当たり前だ。\n俺はお前らの家庭教師なんだからな。","……It's natural。\nI'm your tutor。","……É natural。\nEu sou seu tutor。"
"4","あ、待ってください四葉。\nそれなら私が教えますよ、わかりますから。","Oh, please wait, Yotsuba。\nThen I'll tell you, because I understand。","Oh, por favor, espere, Yotsuba。\nEntão eu vou te dizer, porque eu entendo。"
"5","ああ、でしたら勉強ではありませんか？\n上杉君も交えて、いつもみんなでしていますよね。","Oh, isn't it a study？\nEveryone, including Uesugi-kun, is always there, isn't it？","Oh, não é um estudo？\nTodo mundo, incluindo Uesugi-kun, está sempre lá, não é？"
"6","ああ！\nテーマはもう決めてある、五つ子の日常だ！","Oh！\nThe theme has already been decided, it's the daily life of quintuplets！","Ah！\nO tema já foi decidido, é o cotidiano dos quíntuplos！"
"7","あはは……。\nみんなごめんね、撮影止めちゃって。","Aha ha……\nI'm sorry everyone stopped shooting。","Aha ha……\nSinto muito que todos pararam de atirar。"
"8","あー……それがあったわね……。","Ah……That was it……．","Ah……Foi isso……．"
"9","い、いや、別に……。","No, no, separately……。","Não, não, separadamente……。"
"10","いや、料理はあまり\nお前らの日常って感じじゃないな。\n二乃の日常じゃないか？","No, cooking is too much\nIt's not like your daily life。\nIsn't it Nino's daily life？","Não, cozinhar é demais\nNão é como sua vida diária。\nNão é a vida diária de Nino？"
"11","うむ！\nではせっかくだ、小テストでもしておこうか。\n問題なら今ここで作ってやるぞ！","Yeah！ It's a big deal at\n, let's do a quiz as well。\nIf it's a problem, I'll make it here and now！","Sim！ É um grande negócio em\n, vamos fazer um teste também。\nSe for um problema, eu vou fazer isso aqui e agora！"
"12","うわー……。\nテストを即興で作ってる人なんて初めて見た。","Wow……。\nI saw a person improvising a test for the first time。","Uau……。\nVi uma pessoa improvisando um teste pela primeira vez。"
"13","うん、そうだよ。\nフータロー君はもう私たちの『日常』の一部だもん。","Yeah, that's right。\nFutaro is already part of our “daily life。”","Sim, está certo。\nFutaro já faz parte do nosso “dia a dia”。"
"14","え……。","Eh,……。","Eh,……。"
"15","えーっと、フータロー君が\nすっかり張り切っちゃってるし、\n少しそれにつきあうのもいいかなー、なんて？","Well, Hootaro is completely enthusiastic about\n, and\nI wonder if it's okay to keep up with it？","Bem, Hootaro está completamente entusiasmado com\n, e\neu me pergunto se não há problema em acompanhá-lo？"
"16","えーと、まずは朝ご飯で、それから学校に行くよね。","Well, it's breakfast first, and then I'm going to school。","Bem, é café da manhã primeiro, e depois eu vou para a escola。"
"17","えー？　どうだったかしらねぇ？","Eh？ I wonder how it went, huh？","Eh？ Eu me pergunto como foi, hein？"
"18","お、見せてみろ。","Oh, show me","Oh, mostre-me"
"19","お、起きてきたか。","Oh, have you woken up？","Oh, você acordou？"
"20","おい、そこぉ！　何度言えばわかるんだ？\n無駄話をせずに問題に取り組めい！","Hey, that's it！ How many times should I say it？\nWork on problems without useless talk！","Ei, é isso aí！ Quantas vezes devo dizer isso？\nTrabalhe em problemas sem conversa inútil！"
"21","おはよ、ねぼすけ一花。","Good morning, Nebosuke Ichika","Bom dia, Nebosuke Ichika"
"22","おはよーございまーす……。","Good morning Mars……","Bom dia Marte……"
"23","お兄ちゃん、照れてる？","Is your brother shy？","Seu irmão é tímido？"
"24","こうやっておしゃべりしているだけじゃ、\n絵にならないもんね。","Just talking like this doesn't make a\n。","Só falar assim não faz uma\n。"
"25","これだけ濃いキャラをしている上杉君に\n慣れてしまうとは……\n人間の順応とは恐ろしいものです。","Uesugi-kun, who has such a strong character, is\naccustomed to……\nHuman acclimatization is horrible It's stuff。","Uesugi-kun, que tem um caráter tão forte, está\nacostumado a……\nA aclimatação humana é horrível。"
"26","これで勉強に３票だな。\nさて、二乃と三玖はどうする？","This is three votes for studying。\nWell, what do Nino and Miku do？","São três votos para estudar。\nBem, o que Nino e Miku fazem？"
"27","じゃあ、朝から順番に、\nいつもみんなでしてることを考えてみる？","So, in order from morning to\n, think about what we always do together？","Então, na ordem da manhã às\n, pense no que sempre fazemos juntos？"
"28","そうなったのって、一体いつからなんだろ？","When did that happen from when did it start？","Quando isso aconteceu a partir de quando começou？"
"29","そうねぇ。\nいきなり日常を見せろと言われても困るわ。","That's right。\nI'm in trouble if I'm suddenly told to show my daily life。","Está certo。\nEstou com problemas se de repente me disserem para mostrar minha vida diária。"
"30","そう言うらいはちゃんも、すごくニコニコしてるよ？\n勉強している私たちってそんなに面白い？","If you say that, Raiha-chan is also smiling a lot, isn't it？\nAre we studying so interesting？","Se você diz isso, Raiha-chan também está sorrindo muito, não é？\nEstamos estudando tão interessante？"
"31","その前に作らなくちゃ。\nだったら、料理をしているところも悪くないかしら。","I have to make it before that。 If it's\n, isn't it bad to cook too？","Eu tenho que fazer isso antes disso。 Se for\n, não é ruim cozinhar também？"
"32","では、一緒にご飯を食べるのはどうでしょう？\nまさに日常です！","So what about eating together？\nIt's just everyday！","Então, que tal comer juntos？\nÉ só todos os dias！"
"33","では撮影を再開しましょう。\n次のカメラマンは上杉君とらいはちゃんですね。","Let's resume shooting。\nThe next cameraman is Uesugi-kun and Raiha-chan。","Vamos retomar as filmagens。\nO próximo cameraman é Uesugi-kun e Raiha-chan。"
"34","でも、日常って言われても……\n何をすればいいのかよくわからない。","But even if it's called everyday life……\nI'm not sure what to do。","Mas mesmo que seja chamado de vida cotidiana……\n, não sei o que fazer。"
"35","ねえ、フータロー君。\nこれからも私たちの『日常』を守ってね。","Hey, Futaro\nPlease continue to protect our “daily life。”","Ei, Futaro\nPor favor, continue protegendo nossa “vida diária”。"
"36","ねえ、私もいい？\n同じ問題で引っかかったのよ。","Hey, can I too？\nI was caught with the same problem。","Ei, eu também posso？\nFui pego com o mesmo problema。"
"37","はあ……。\nわかったわよ、一花がいいのならいいわ。","huh,……。\nOkay, it's okay if Ichika is good。","hein,……。\nOk, tudo bem se Ichika for bom。"
