"1","…………。","…………。","…………。"
"2","……そうだな。","……That's right。","……Está certo。"
"3","……そりゃよかった。","……That was good。","……Isso foi bom。"
"4","……なるほどな。","……I see。","……Entendo。"
"5","……ん？　これレモンジュースか？\nなんか味が薄いな。","……huh？ Is this lemon juice？\nSomething tastes light, isn't it？","……hein？ Isso é suco de limão？\nAlgo tem um gosto leve, não é？"
"6","……私たちがカシオペアなら\n北極星はフータロー……かも……。","……If we were Cassiopeia\nNorth Star is Futaro……maybe……。","……Se fôssemos Cassiopeia\nNorth Star é Futaro……talvez……。"
"7","ああ、カシオペア座だ。","Oh, it's Cassiopeia。","Oh, é Cassiopeia。"
"8","あはは、そんな顔しなくても大丈夫。\n別に変な意味じゃないよ。","Aha, it's okay if you don't have to make a face like that。\ndoesn't mean something strange。","Aha, está tudo bem se você não precisa fazer uma cara assim。\nnão significa algo estranho。"
"9","あはは、らしいなぁ。","Aha, that's right。","Aha, está certo。"
"10","ありがと。","Thanks","Obrigado"
"11","あ～……。\nうん、それもわかるかも。","Ah ~……。\nYeah, you might understand that too。","Ah ~……。\nSim, você pode entender isso também。"
"12","いや、俺はそうは思わない。\nカシオペア座が５つの星として\n夜空に見いだされたからこそ――","No, I don't think so。\nCassiopeia was found in the night sky as\nstars-","Não, eu não penso assim。\nCassiopeia foi encontrada no céu noturno como\nestrelas-"
"13","いや、俺は水で充分だ。\n美容に気を遣う必要もない。","No, I have enough water。\nYou don't need to worry about beauty either。","Não, eu tenho água suficiente。\nVocê também não precisa se preocupar com a beleza。"
"14","うん、作り方も教えてほしい。","Yeah, I want you to tell me how to make it。","Sim, eu quero que você me diga como fazer isso。"
"15","ええと……宇宙にある星として考えたら、\nカシオペア座も北極星も\nなんの関わり合いもない同士なんだよね。","Well, if you think of it as…star in the universe,…Cassiopeia, North Star\n\nnothing to do with each other。","Bem, se você pensar nisso como…estrela no universo,…Cassiopeia, North Star\nnão\nnada a ver um com o outro。"
"16","えっ！？","Eh！？","Eh！？"
"17","お、気に入った？\nじゃあ家でも作ってあげるよ。","Oh, do you like it？\nWell then I'll make one for you at home。","Oh, você gostou？\nBem, então eu vou fazer um para você em casa。"
"18","おう、サンキュー。","Oh, thank you","Oh, obrigado"
"19","さっきみたいに、一緒に語られるのが\n今では当たり前になってるんだ。","As before, it's now\nto talk together。","Como antes, agora é\nconversarmos juntos。"
"20","さっぱりわからん","I don't know what it's like","Eu não sei como é"
"21","さっぱりわからん。\nなんで俺が北極星なんだ？","I don't know what it's like。\nWhy am I the North Star？","Eu não sei como é。\nPor que eu sou a Estrela do Norte？"
"22","じゃ、本当にわかってるのか答え合わせだね。","Well, do you really know it, is it a match of answers。","Bem, você realmente sabe disso, é uma combinação de respostas。"
"23","じゃあ、教えてあげる。","Okay, I'll tell you。","Ok, eu vou te dizer。"
"24","じゃあ１杯、冷たいのもらえるか？","So can I get a cup of cold food？","Então, posso pegar uma xícara de comida fria？"
"25","すぐ近くにあるんじゃなくて、\nちょっと距離が離れてるとこもそれっぽいよね。","It's not very close, but places that are a little far away from\nare also like that。","Não é muito perto, mas lugares que estão um pouco longe de\ntambém são assim。"
"26","そういう意味じゃない。\n私たちがお願いしたこと、ちゃんと考えてくれたから。","That's not what it means。\nBecause they thought about what we asked for。","Não é isso que significa。\nPorque eles pensaram sobre o que pedimos。"
"27","そうだな……。\nお前たち五つ子にピッタリな星座があるぞ。","That's right……。\nThere is a constellation that is perfect for you guys。","Isso mesmo……。\nExiste uma constelação perfeita para vocês。"
"28","そこにあるからこそ新たなものを指し示せるんだ。","Because it's there, we can point to something new。","Porque está lá, podemos apontar para algo novo。"
"29","そりゃな。\nわからんことは気になって当然だ。","That's right。\nIt's natural to be worried about not knowing。","Está certo。\nÉ natural se preocupar em não saber。"
"30","それが、お互いを目印のようにして結びついて、\nどっちも欠かせない存在になって――","It connects each other like a landmark, and both\nbecome indispensable","Ele se conecta como um marco, e ambos os\nse tornam indispensáveis"
"31","それが嬉しいんだよ。","I'm happy about that。","Estou feliz com isso。"
"32","それは……フータローも一緒じゃない？","Isn't that the same as……Futaro？","Não é o mesmo que……Futaro？"
"33","それは、まあ……俺はリーダーだからな。\nお前たちのことを考えてて当然だろ。","Well,……because I'm a leader。\nIt's natural to think about you。","Bem,……porque eu sou um líder。\nÉ natural pensar em você。"
"34","そんなんじゃない。\nただ、なんとなく……なんとなくだからな？\n説明が難しいんだよ。","It's not like that。\n, but somehow……What's wrong with it, isn't it？\nIt's difficult to explain。","Não é assim。\n, mas de alguma forma……O que há de errado com isso, não é？\nÉ difícil explicar。"
"35","だってフータローだから。","Because it's Futaro。","Porque é Futaro。"
"36","でも、別に知らなくてもいいことだよね？\n私が勝手に思ってることで、\nフータローには関係ないから。","But it's something you don't have to know separately, right？\nWhat I think is selfish,\nFutaro Because it doesn't matter。","Mas é algo que você não precisa saber separadamente, certo？\nO que eu acho egoísta,\nFutaro Porque não importa。"
"37","どうしてなのか気になる？","Are you wondering why？","Você está se perguntando por quê？"
"38","なあ三玖、どういう意味だ？","Hey, what does it mean？","Ei, o que isso significa？"
"39","なあ三玖、どういう意味だ？\n俺が北極星って。","Hey, what does it mean？\nI'm the North Star","Ei, o que isso significa？\nEu sou a estrela do norte"
