"1","…………。","…………。","…………。"
"2","……あっ、だいじょうぶ、だよ？","……Oh, daijobu, isn't it？","……Oh, daijobu, não é？"
"3","……眠っちゃいましたね。\n私たちも解散しましょうか。","……You fell asleep。\nShall we dissolve too？","……Você adormeceu。\nVamos dissolver também？"
"4","……私、何をやってるんでしょう。","……What am I doing","……O que estou fazendo"
"5","あ、あなたまでそんなことを！？","Oh, up to you！？","Oh, você decide！？"
"6","あ、うん。","Oh, yeah。","Ah, sim。"
"7","いや、そこを否定するのは無理がある。","No, it's impossible to deny that。","Não, é impossível negar isso。"
"8","いや、まあ、ここはみんなの言う通りじゃないか？\nお前らだって、そのためにテストを頑張ったんだろ？","No, well, isn't this what everyone says？\nYou guys worked hard on the test for that, didn't they？","Não, bem, não é isso que todo mundo diz？\nVocês trabalharam duro no teste para isso, não é？"
"9","ううーん、どっちも捨てがたいなぁ。\n五月はどう？","Hmm, it's hard to throw away either。\nHow is May？","Hmm, é difícil jogar fora também。\nComo é maio？"
"10","うっ……。","Ugh……","Ugh……"
"11","うん……。\n森の木陰でお昼寝したら、きっと気持ちいい。","Yeah……。\nIf you take a nap in the shade of a forest, you will surely feel good。","Sim……。\nSe você tirar uma soneca à sombra de uma floresta, certamente se sentirá bem。"
"12","うん、らいはちゃんだけ\n仲間はずれになんてできないし。","Yeah, Raiha Chan Dake\nI can't get out of my comrades。","Sim, Raiha Chan Dake\nEu não consigo sair dos meus camaradas。"
"13","うん、わかった。","Yeah, I understand。","Sim, eu entendo。"
"14","うーん、どうしよう？\nどっちもいいなぁ。","Hmm, what should I do？\nBoth are good。","Hmm, o que devo fazer？\nAmbos são bons。"
"15","うーん、私もなんか変だなって思っちゃうかなぁ。","Hmm, I wonder if I think something is strange too。","Hmm, eu me pergunto se eu acho que algo é estranho também。"
"16","ええっ……。","eh……。","eh……。"
"17","えっ……！？","Eh……！？","Eh……！？"
"18","えっと、ちょっと眠いかも……。","Well, maybe I'm a little sleepy……。","Bem, talvez eu esteja com um pouco de sono……。"
"19","えっ！？　あ、ごめんなさい！\nなんの話だったっけ？","Eh！？ Oh, I'm sorry！\nWhat was the story about？","Eh！？ Oh, desculpa！\nSobre o que era a história？"
"20","え？　あっ、その……。","picture？ Oh, that……。","foto？ Ah, isso……。"
"21","ごちそうさまでした～！","It was a feast！","Foi um banquete！"
"22","ごめんなさい……。\nせっかく相談してたのに……。","I'm sorry……。\nEven though I had a lot of trouble consulting……。","Desculpa……。\nMesmo tendo muitos problemas para consultar……。"
"23","じ、実はそうなんです！\n先日のテスト以来、ますます不安に……。","Well, that's actually the case！\nmore and more anxious since the test the other day……。","Bem, esse é realmente o caso！\ncada vez mais ansioso desde o teste no outro dia……。"
"24","じゃ、お昼も食べ終わったことだし、\nみんなで午後の予定でも考えよっか？","Well, I've finished eating lunch, and\ncan we all think about the afternoon schedule？","Bem, eu terminei de almoçar, e\npodemos todos pensar sobre o horário da tarde？"
"25","そ、そうなのですが……。","That's right, but it's……。","Isso mesmo, mas é……。"
"26","そ、それは、そうなのですが……。","That's right, it's……。","Está certo, é……。"
"27","そ、それも、いいんですが……。","That's okay, too, but it's……。","Tudo bem, também, mas é……。"
"28","そ、そんなことありません！\n私は大食いでは……。","That's not the case！\nI'm not a gluttony……。","Esse não é o caso！\nEu não sou uma gula……。"
"29","そういや、まだ昼なんだよな。\nかなり遊んだせいか時間の感覚が……。","That's right, it's still noon, isn't it？\nThe sense of time is…, probably because I played quite a bit…。","Isso mesmo, ainda é meio dia, não é？\nA sensação de tempo é…, provavelmente porque eu joquei um pouco…。"
"30","そうです！\n先日やったテストの問題で、\nわからないところがあって……。","that's right！\nThere is something\ndon't understand about the test problem I did the other day……。","está certo！\nHá algo\nnão entendo sobre o problema do teste que fiz no outro dia……。"
"31","そうよね。\n五月が勉強熱心なのは前からだけど、\n今日はそれだけじゃない何かを感じるわ。","That's right。\nMay has been eager to study since before, but\ntoday That's not all, I feel something。","Está certo。\nMaio tem estado ansioso para estudar desde antes, mas\nhoje Isso não é tudo, eu sinto alguma coisa。"
"32","そう思って、お昼ご飯は\nいつもより多く作ったんだ。","That's why I made\nmore lunches than usual。","É por isso que fiz mais\nalmoços do que o normal。"
"33","そこまで考えてくれたのですね。\nおかげさまで、お腹いっぱいです。","You thought about it that far, didn't you？\nThanks to you, my stomach is full。","Você pensou nisso até aqui, não é？\nGraças a você, meu estômago está cheio。"
"34","だ、大丈夫じゃなさそうです！\nどうしたんですか！？","That's right, it doesn't seem to be okay！\nWhat happened！？","É isso mesmo, não parece estar bem！\nO que aconteceu！？"
"35","でしたら……！","If so,……！","Se sim,……！"
"36","というわけで、午後は遊んで\n夜に勉強するっていうのはどうだ？","So how about playing in the afternoon and studying at\nat night？","Então, que tal jogar à tarde e estudar às\nda noite？"
"37","どうしたの？","What's wrong with you？","O que há de errado com você？"
"38","な、なんだ？","Wow, what is it？","Uau, o que é isso？"
"39","なんでもありません。\n私も、部屋に戻りますね。","It's nothing。\nI'm going back to my room, too。","Não é nada。\nEu vou voltar para o meu quarto, também。"
"40","ねえ、みんな、ちょっといい？","Hey, guys, hey, okay？","Ei, pessoal, ei, ok？"
"41","はい、お粗末さまでした。","Yes, it was lousy。","Sim, foi péssimo。"
"42","は？　勉強？","What is？ Studying？","O que é？ Estudando？"
"43","まあ、あれだけ海で遊んだり泳いだりすりゃ\n疲れるよな。","Well, if you play or swim in the ocean that much, it's\ntiring, isn't it？","Bem, se você joga ou nada tanto no oceano, é\ncansativo, não é？"
"44","まあ、しかしだ。\nせっかくやる気があるのに、\n無下にするっていうのも気が引ける。","Well, but that's it。 I'm motivated to\n, but I'm going to go down to\nI'm also reluctant to say that。","Bem, mas é isso aí。 Estou motivado para\n, mas vou descer para\ntambém estou relutante em dizer isso。"
"45","もう一度海に行くか、山で森林浴をするか、\nどっちがいいですか？","Go to the beach again or take a forest bath in the mountains,\nwhich is better？","Vá para a praia novamente ou tome um banho de floresta nas montanhas,\no que é melhor？"
"46","もし不安だって言うなら、\n俺も放っておくわけにはいかないし\n勉強してもいいぞ。","If you say you're anxious,\nI can't afford to leave it alone either\nIt's okay to study","Se você diz que está ansioso,\nEu também não posso deixar isso sozinho\nTudo bem estudar"
"47","やはりここは勉強しましょう！\n学生の本分ですし！","After all, let's study here！\nIt's the duty of a student！","Afinal, vamos estudar aqui！\nÉ dever de um estudante！"
"48","らいは","Raiha","Raiha"
"49","らいはちゃん？","Raiha-chan？","Raiha-chan？"
"50","わ、私も考え中です……。\nらいはちゃんはどうですか？","Wow, I'm thinking about it too……。\nWhat about Raiha-chan？","Uau, estou pensando também……。\nQue tal Raiha-chan？"
"51","わかる。\nもう夕方って言われても納得できちゃう。","Do you know\nI'm convinced even if they say it's already evening。","Você sabe\nEstou convencido mesmo que eles digam que já é noite。"
"52","ん……ありがと……。","Hmm……thank you……。","Hmm……obrigado……。"
"53","テストの復習は、島から戻ったあとでもいいよね。","You can review the test even after you return from the island, isn't it？","Você pode revisar o teste mesmo depois de voltar da ilha, não é？"
"54","フー君は？\n海と山、どっちがいいかしら？","Who is Fu-kun？\nWhich is better, the sea or the mountains？","Quem é Fu-kun？\nO que é melhor, o mar ou as montanhas？"
"55","ラベル0","Label 0","Rótulo 0"
"56","一花","Ichika","Ichika"
"57","三玖","Sankaku","Sankaku"
"58","上杉君は？　どうですか？\nやはり勉強すべきだと思いませんか？","Where is Uesugi-kun？ How is it going？\nDon't you think you should study after all？","Onde está Uesugi-kun？ Como está indo？\nVocê não acha que deveria estudar depois de tudo？"
"59","上杉君！","Uesugi-kun！","Uesugi-kun！"
"60","上杉君！？","Uesugi-kun！","Uesugi-kun！"
"61","中","midst","meio"
"62","二乃","Nino","Nino"
"63","五月","May","Maio"
"64","五月。\n勉強のことは忘れてって言わなかった？","May\nDidn't you say forget about studying？","\nde maio Você não disse para esquecer de estudar？"
"65","五月の食べっぷり、すごかった。\n食べるっていうか吸い込む感じで。","It was amazing to eat a lot in May。\nIt's like eating or inhaling。","Foi incrível comer muito em maio。\nÉ como comer ou inalar。"
"66","五月？","May？","Maio？"
"67","今度は山に行って、\n自然に囲まれてのんびりしたい。","Next time I want to go to the mountains and relax surrounded by\nnature。","Da próxima vez eu quero ir para as montanhas e relaxar cercado por\nnatureza。"
"68","今日の五月、変。","Today's May is strange。","O mês de maio de hoje é estranho。"
"69","何かアイディアある人ー！","People who have any ideas！","Pessoas que têm alguma ideia！"
"70","俺はらいはを部屋まで運んでくる。","I'm going to carry Raiha to my room。","Vou levar Raiha para o meu quarto。"
"71","俺までって……。","up to me is……","até mim é……"
"72","出右","Izu","Izu"
"73","出右遅","Dezuu Slow","Dezuu lento"
"74","出左","Izusa","Izusa"
"75","前から思ってたけど、\nあんたって大食いタレント目指せそうよね。\n一花の事務所で売り出してもらったら？","I've been thinking for a while, but\nseems like you can aim for a gluttonous talent。\nWhy don't you sell it at Ichika's office？","Eu estive pensando por um tempo, mas\nparece que você pode apontar para um talento glutão。\nPor que você não vende no escritório de Ichika？"
"76","午後なんですが、勉強を教えてもらえませんか！？","It's afternoon, can you tell me how to study！？","É tarde, você pode me dizer como estudar！？"
"77","午後のことなんだけど、\n海も山もやめて、休憩にしない？\nらいはちゃんが……。","It's the afternoon, but why don't you stop the\nand mountains and take a break？\nRaiha-chan is……。","É tarde, mas por que você não para o\ne as montanhas e faz uma pausa？\nRaiha-chan é……。"
"78","受験が不安なのか？","Are you worried about taking the exam？","Você está preocupado em fazer o exame？"
"79","右","right","certo"
"80","右外","Right outside","Do lado de fora"
"81","四葉","Yotsuba","Yotsuba"
"82","左外","Sadai","Sadai"
"83","思ってた以上にいっぱい食べちゃった。","I ate a lot more than I expected。","Eu comi muito mais do que esperava。"
"84","息抜きも大切だぞ","It's also important to take a break","Também é importante fazer uma pausa"
"85","息抜きも大切だぞ？\n勉強に意欲的なのはいいことだが、\n今のお前は、前のめりすぎかもしれない。","Breathing is also important, isn't it？\nIt's good to be motivated to study, but\nnow You may be too busy in front of you。","Respirar também é importante, não é？\nÉ bom estar motivado para estudar, mas\nagora Você pode estar muito ocupado na sua frente。"
"86","悪い、みんな。\n午後は休憩も兼ねて自由行動ってことでいいか？","That's bad, guys。\nIs it okay to have free action in the afternoon as a break？","Isso é ruim, pessoal。\nTudo bem ter ação livre à tarde como uma pausa？"
"87","本当に元気だな、お前は。","You're really doing well, aren't you？","Você está indo muito bem, não está？"
"88","本番はこれからですよ！\nさあ、午後は何をしますか！","The show is about to come！\nCome on, what are you going to do in the afternoon！","O show está prestes a chegar！\nVamos lá, o que você vai fazer à tarde！"
"89","森林浴ってことか。\n悪くないな。","Is it Shinrin-yukyu\nThat's not bad。","É Shinrin-yukyu\nIsso não é ruim。"
"90","正直に言うとどっちでもいいんだが、\nそうだな、ここは――","To be honest, either is fine, but\nThat's right, this is。。。","Para ser honesto, qualquer um está bem, mas\nIsso mesmo, isso é。。。"
"91","気にしなくていいのよ。\n疲れちゃったなら仕方ないわ。","You don't have to worry about it。\nIf you're tired, you can't help it。","Você não precisa se preocupar com isso。\nSe você está cansado, não pode evitar。"
"92","泳いだりして腹も減ってたしな。","I was hungry after swimming。","Eu estava com fome depois de nadar。"
"93","無理すんな。\nここで寝ていいぞ、俺が部屋まで運んでやる。","I can't do it。\nYou can sleep here, I'll carry it to your room。","Eu não consigo fazer isso。\nVocê pode dormir aqui, eu vou levá-lo para o seu quarto。"
"94","目がっかり:口がっかり:頬無し","Eyes disappointed: mouth disappointed: no cheeks","Olhos decepcionados: boca decepcionada: sem bochechas"
"95","目がっかり:口がっかり:頬無し:汗無し","Eyes disappointed: mouth disappointed: no cheeks: no sweat","Olhos decepcionados: boca decepcionada: sem bochechas: sem suor"
"96","目むくれ:口むくれ:頬無し","Swollen eyes: swollen mouth: no cheeks","Olhos inchados: boca inchada: sem bochechas"
"97","目キョトン:口キョトン:頬無し","Eyes Kyoton: Mouth Kyoton: No cheeks","Olhos Kyoton: Boca Kyoton: Sem bochechas"
"98","目キョトン:口キョトン:頬無し:汗無し","Eyes Kyoton: Mouth Kyoton: No Cheeks: No Sweat","Olhos Kyoton: Boca Kyoton: Sem bochechas: Sem suor"
"99","目ニヤリ:口ニヤリ:頬無し","Eyes Grins: Mouth Grins: No Cheeks","Olhos sorrisos: boca sorri: sem bochechas"
"100","目作り笑い:口作り笑い:頬作り笑い:汗作り笑い","Eyes smirk: mouth smirk: cheek smirk: sweat smirk","Olhos sorriem: sorriso na boca: sorriso na bochecha: sorriso de suor"
"101","目哀しみ:口哀しみ:頬無し","Eyes sadness: mouth sadness: no cheeks","Tristeza nos olhos: tristeza na boca: sem bochechas"
"102","目哀しみ:口哀しみ:頬無し:汗無し","Eyes sadness: mouth sadness: no cheeks: no sweat","Tristeza nos olhos: tristeza na boca: sem bochechas: sem suor"
"103","目困惑:口困惑:頬無し:汗無し","Eye Puzzles: Mouth Puzzles: No Cheeks: No Sweat","Quebra-cabeças de olhos: quebra-cabeças de boca: sem bochechas: sem suor"
"104","目微笑:口微笑:頬微笑","Eyes smile: mouth smile: cheek smile","Olhos sorriem: sorriso na boca: sorriso na bochecha"
"105","目微笑:口微笑:頬無し","Eyes Smiling: Mouth Smiling: No Cheeks","Olhos sorrindo: boca sorrindo: sem bochechas"
"106","目微笑:口微笑:頬無し:汗無し","Eyes Smiling: Mouth Smiling: No Cheeks: No Sweat","Olhos sorrindo: boca sorrindo: sem bochechas: sem suor"
"107","目怒り:口怒り:頬無し","Eye anger: mouth rage: no cheek","Raiva ocular: raiva na boca: sem bochecha"
"108","目怒り:口怒り:頬無し:汗無し","Eye anger: mouth anger: no cheek: no sweat","Raiva ocular: raiva na boca: sem bochecha: sem suor"
