"1","あ、なんか物足りないって思ってたけど、\n出汁が取れてなかったんだ。","Oh, I thought something was unsatisfactory, but I couldn't get\nsoup stock。","Oh, eu pensei que algo estava insatisfatório, mas eu não consegui\ncaldo de sopa。"
"2","そういう問題じゃないわよ。","That's not the problem。","Esse não é o problema。"
"3","それくらい知ってるわよ！\n私が言いたいのは、出汁が全然取れてないこと！","I know that much！\nWhat I want to say is that I can't get any soup stock at all！","Eu sei disso！\nO que eu quero dizer é que não consigo nenhum caldo de sopa！"
"4","ねえ、なにこれ。","Hey, what's this","Ei, o que é isso"
"5","ほら、七味だ。\nこれかけて、ごまかして食べろ。","Look, it's Shichimi。\nPlay this, cheat, and eat","Olha, é Shichimi。\nJogue isso, trapaceie e coma"
"6","ラベル0","Label 0","Rótulo 0"
"7","一花","Ichika","Ichika"
"8","中","midst","meio"
"9","二乃","Nino","Nino"
"10","出右","Izu","Izu"
"11","出左","Izusa","Izusa"
"12","天ぷらそばだ。\nなんだ、今まで食べたことがなかったのか？","It's tempura soba。\nWhat is it, have you never eaten it before？","É tempura soba。\nO que é, você nunca comeu antes？"
"13","左外","Sadai","Sadai"
"14","目キョトン:口キョトン:頬無し","Eyes Kyoton: Mouth Kyoton: No cheeks","Olhos Kyoton: Boca Kyoton: Sem bochechas"
"15","目困惑:口困惑:頬無し","Eyes Puzzled: Mouth Puzzles: No Cheeks","Olhos intrigados: quebra-cabeças de boca: sem bochechas"
"16","目怒り:口怒り:頬無し","Eye anger: mouth rage: no cheek","Raiva ocular: raiva na boca: sem bochecha"
"17","目無表情:口無表情:頬無し","Eyes Expressionless: Mouth Expressionless: No Cheeks","Olhos sem expressão: boca sem expressão: sem bochechas"
"18","目苦笑:口苦笑:頬無し","A bitter smile: a bitter mouth smile: no cheeks","Um sorriso amargo: um sorriso amargo na boca: sem bochechas"
"19","風太郎","Futaro","Futaro"
