"1","……まあ、無理しない程度でいいからな？","……Well, it's okay not to overdo it？","……Bem, não há problema em não exagerar？"
"2","ああ、ぱっちりだ。\nおはよう四葉。","Oh, that's perfect。\nGood morning four leaves","Oh, isso é perfeito。\nBom dia quatro folhas"
"3","あはは、ですよね。\n言われるような気がしてました。","Aha, isn't it？ I felt like I was being told\n。","Ah, não é？ Eu senti que estava sendo dito\n。"
"4","いや、ダメだろそれ。","No, that's no good。","Não, isso não é bom。"
"5","うおっと！？","Whoops！？","Opa！？"
"6","うわああ！？　な、なんだ？","Wow ah！？ Wow, what is it？","Uau ah！？ Uau, o que é isso？"
"7","え、あ、こうか？","Eh, oh, this is it？","Eh, oh, é isso？"
"8","おっはよーございまーす！\n朝ですよ、上杉さん！","Whoa, go！\nIt's morning, Mr。 Uesugi！","Uau, vá！\nÉ de manhã, Sr。 Uesugi！"
"9","ぐう……ぐう……。","Gu……Gu……。","Guu……Guu……。"
"10","これから先、頭を使うことでも\n上杉さんのお役に立てるよう努力します！","From now on, I will make an effort to be useful to\nUesugi-san even by using my head！","De agora em diante, farei um esforço para ser útil para\nUesugi-san mesmo usando minha cabeça！"
"11","さあ、上杉さん？\n手を伸ばしてください。","Come on, Mr。 Uesugi？\nPlease reach out","Vamos, Sr。 Uesugi？\nPor favor, entre em contato"
"12","さあ、早く着替えてください。\nみんなリビングで待ってますよ。","Now, please change your clothes quickly。\nEveryone is waiting in the living room。","Agora, por favor, troque de roupa rapidamente。\nTodo mundo está esperando na sala de estar。"
"13","しかし、俺をあっさり引っ張りあげるとは。\nお前、本当に力が強いんだな。","However, what do you want to pull me up easily？\nYou're really strong, aren't you？","No entanto, o que você quer me puxar para cima facilmente？\nVocê é muito forte, não é？"
"14","すうー……。","Sooo……","Sooo……"
"15","すぴー……。","Suppy……","Fornecimento……"
"16","というわけで、おはようございます！\n上杉さんも目が覚めたみたいですね。","That's why, good morning！\nIt looks like Mr。 Uesugi woke up too。","É por isso que, bom dia！\nParece que o Sr。 Uesugi acordou também。"
"17","はい、いきますよー。\nせーの……よーいしょ、っとぉ！","Yes, I'm going。\nof……Yoisho, Tooh！","Sim, eu vou。\nde……Yoisho, Tooh！"
"18","まずは布団をはがーす！","First, peel off the futon！","Primeiro, retire o futon！"
"19","むむっ！　目標、完全に睡眠中であることを確認。\nこれより起床作戦を開始する！","Mmm！ The goal is to make sure that you are fully asleep。\nThe wake-up operation will start from now on！","Mmm！ O objetivo é ter certeza de que você está dormindo completamente。\nA operação de despertar começará a partir de agora！"
"20","もー、勝手に入っちゃいますよ？","Oh, I'm going to get it without permission, isn't it？","Oh, eu vou conseguir sem permissão, não é？"
"21","ラベル0","Label 0","Rótulo 0"
"22","ラベル1","Label 1","Etiqueta 1"
"23","上杉さん、上杉さーん！\nう・え・す・ぎ・さーん！","Uesugi-san, Uesugi-san！\nWoo, Eh, Su, Gi, Hmm！","Uesugi-san, Uesugi-san！\nWoo, Eh, Sun, Gi, Hmm！"
"24","出左","Izusa","Izusa"
"25","右","right","certo"
"26","四葉","Yotsuba","Yotsuba"
"27","目がっかり:口がっかり:頬無し","Eyes disappointed: mouth disappointed: no cheeks","Olhos decepcionados: boca decepcionada: sem bochechas"
"28","目キョトン:口キョトン:頬無し","Eyes Kyoton: Mouth Kyoton: No cheeks","Olhos Kyoton: Boca Kyoton: Sem bochechas"
"29","目ニヤリ:口ニヤリ:頬無し","Eyes Grins: Mouth Grins: No Cheeks","Olhos sorrisos: boca sorri: sem bochechas"
"30","目怒り:口怒り:頬無し","Eye anger: mouth rage: no cheek","Raiva ocular: raiva na boca: sem bochecha"
"31","目標、ベッドより脱出！\n作戦完了！","The goal is to escape from bed！\nOperation complete！","O objetivo é escapar da cama！\nOperação concluída！"
"32","目標の目覚めを確認！\nこれより仕上げに取りかかる！","Confirm the awakening of the goal！\nI'm going to start finishing it now！","Confirme o despertar da meta！\nVou começar a terminar agora！"
"33","目笑顔:口笑顔:頬無し","Eyes Smile: Mouth Smile: No Cheeks","Sorriso de olhos: sorriso na boca: sem bochechas"
"34","目苦笑:口苦笑:頬無し","A bitter smile: a bitter mouth smile: no cheeks","Um sorriso amargo: um sorriso amargo na boca: sem bochechas"
"35","目通常:口通常:頬無し","Eyes Normal: Mouth Normal: No Cheeks","Olhos normais: boca normal: sem bochechas"
"36","目驚き:口驚き:頬無し","Eye surprise: mouth surprise: no cheek","Surpresa ocular: surpresa na boca: sem bochecha"
"37","立ち上がり","Rise up","Levante-se"
"38","立ち上がり速","Rise speed","Velocidade de subida"
"39","鍛えてますからね。\n力仕事で困ったときはぜひ呼んでください、\n頭を使わないことなら自信あります。","It's because I'm training。\nPlease call me if you are having trouble with heavy lifting,\nI'm confident if I don't use my head。","É porque estou treinando。\nPor favor, ligue-me se você estiver tendo problemas com o trabalho pesado,\nEstou confiante se não usar minha cabeça。"
"40","風太郎","Futaro","Futaro"
"41","？？？","？？？","？？？"
