"1","……確かにレアなトンカツは聞いたことがないな。","……Certainly I've never heard of a rare pork cutlet 。","……Certamente nunca ouvi falar de uma costeleta de porco rara。"
"2","ああ、やっぱり。\nレアのトンカツを出すお店もあるけど、\n素人が真似するのは危ないよね。","Oh, after all。\nThere are shops that serve rare pork cutlets, but\nIt's dangerous for an amateur to imitate it, isn't it？","Oh, depois de tudo。\nExistem lojas que servem costeletas de porco raras, mas\nÉ perigoso para um amador imitá-lo, não é？"
"3","あれっ？\nこのトンカツってレアなんだ、変わってるね。","That's it？\nThis pork cutlet is rare, isn't it？","É isso aí？\nEssa costeleta de porco é rara, não é？"
"4","へえ、今日はトンカツか。\n美味しそう――","Hey, is it a pork cutlet today？\nLooks delicious--","Ei, hoje é costelinha de porco？\nParece delicioso--"
"5","らいは","Raiha","Raiha"
"6","一花","Ichika","Ichika"
"7","出右","Izu","Izu"
"8","出左","Izusa","Izusa"
"9","待って待って！\nそれってちゃんと揚がってないトンカツだから\n食べちゃダメだよ！","Wait, wait！\nBecause it's a pork cutlet that's not fried properly\nDon't eat it！","Espera, espera！\nPorque é uma costeleta de porco que não está frita corretamente\nNão coma！"
"10","目がっかり:口がっかり:頬無し","Eyes disappointed: mouth disappointed: no cheeks","Olhos decepcionados: boca decepcionada: sem bochechas"
"11","目キョトン:口キョトン:頬無し","Eyes Kyoton: Mouth Kyoton: No cheeks","Olhos Kyoton: Boca Kyoton: Sem bochechas"
"12","目困惑:口困惑:頬無し","Eyes Puzzled: Mouth Puzzles: No Cheeks","Olhos intrigados: quebra-cabeças de boca: sem bochechas"
"13","目笑顔:口笑顔:頬無し","Eyes Smile: Mouth Smile: No Cheeks","Sorriso de olhos: sorriso na boca: sem bochechas"
"14","目苦笑:口苦笑:頬無し","A bitter smile: a bitter mouth smile: no cheeks","Um sorriso amargo: um sorriso amargo na boca: sem bochechas"
"15","目通常:口通常:頬無し","Eyes Normal: Mouth Normal: No Cheeks","Olhos normais: boca normal: sem bochechas"
"16","風太郎","Futaro","Futaro"
"17","（レアのトンカツ……。\n　想像するに、低温調理された\n　レア風の物なんだろうな）","（Rare pork cutlet……\nImagine it's a low-temperature cooked\nrare-style thing）","（Costeleta de porco rara……\nImagine que é uma coisa\nrara cozida em baixa temperatura）"
