"1","ああ、それはいるだろうな。","Oh, that's going to be there。","Oh, isso vai estar lá。"
"2","う、うう……。","Wow, uh……。","U, U……。"
"3","うう、もう山なんて嫌よ。\n蜘蛛の巣に引っかかるし、蚊に刺されるし、\nいいことなんてないわ。","Wow, I don't like mountains anymore。\nget caught in cobwebs, mosquito bites, and\nThere's nothing good about it。","Uau, eu não gosto mais de montanhas。\nser pego em teias de aranha, picadas de mosquito, e\nNão há nada de bom nisso。"
"4","うう、わかったわよ。\nわかったから、置いて行かないで。","Wow, I got it。\nOkay, so don't leave it there。","Uau, eu entendi。\nOk, então não deixe isso aí。"
"5","え……？\nいま来た道を１人で帰れって言うの？","Eh……？\nAre you telling me to go home alone on the road you just came to？","Eh……？\nVocê diz que pode ir para casa sozinho na estrada que acabou de chegar？"
"6","お前は一体、俺にどうしてほしいんだ。","What on earth do you want me to do","O que diabos você quer que eu faça？"
"7","きゃあっ！？\nフ、フー君、そこに何かいるわ！","Oh yeah！？\nFu, Fu, there's something there！","Ah, sim！？\nFu, Fu, há algo lá！"
"8","きゃあ！　またガサガサって！\nきっとクマよ、クマがいるんだわ！","Oh yeah！ What is rustling again！\nI'm sure it's a bear, there are bears！","Ah, sim！ O que está sussurrando de novo！\nTenho certeza que é um urso, há ursos！"
"9","これくらいの規模の島にそんな大型生物はいない。\nいても、猿とかそれくらいだ。","There are no such large creatures on an island of this size。 Even if there is\n, it's about a monkey or something like that。","Não existem criaturas tão grandes em uma ilha desse tamanho。 Mesmo que haja\n, é sobre um macaco ou algo parecido。"
"10","そ、そ、そうは言うけどぉ……。","That, that's what I say, but……。","Isso é o que eu digo, mas……。"
"11","そこは否定しなさいよ、怖いじゃない！","Deny that, isn't it scary！","Negue isso, não é assustador！"
"12","そりゃ、山なんだから何かいるだろ。\nあと、くっつくな。歩きにくい。","Well, since it's a mountain, there's something there。\nAfter that, don't stick together。 It's hard to walk。","Bem, já que é uma montanha, há algo lá。\nDepois disso, não fiquem juntos。 É difícil andar。"
"13","それにクマがいるなら、その辺の木に\n爪痕があったり、樹皮の剥がされた跡があるはずだ。","If there is a bear in it, there must be\nclaw marks on the trees around it, or marks of peeling off the bark。","Se houver um urso nele, deve haver\nmarcas de garras nas árvores ao redor ou marcas de descascar a casca。"
"14","それも嫌ならここで待っててくれ。\nお前と一緒にいると山菜１つ摘めやしない。","If you don't like that either, wait here。\nWhen I'm with you, I won't pick one wild vegetable。","Se você também não gosta disso, espere aqui。\nQuando estou com você, não vou escolher um vegetal selvagem。"
"15","だから、くっつくなって。","That's why they stick together。","É por isso que eles ficam juntos。"
"16","だったら、先に帰ってていいぞ？\n俺はもう少し山菜を探してから帰る。","If so, is it okay to go home first？\nI'm going home after looking for a little more wild plants。","Se sim, está tudo bem ir para casa primeiro？\nVou para casa depois de procurar um pouco mais de plantas silvestres。"
"17","でも、クマがいないとしても\nヘビとかイノシシはいるかもしれないわ。","But even if there are no bears, there may be\nsnakes and wild boars。","Mas mesmo que não haja ursos, pode haver\ncobras e javalis。"
"18","フー君って、変なところで博識よね。","Fu-kun is knowledgeable in strange places, isn't it？","Fu-kun é conhecedor de lugares estranhos, não é？"
"19","ラベル0","Label 0","Rótulo 0"
"20","二乃","Nino","Nino"
"21","出右速","Dezuyoku","Dezuyoku"
"22","出右遅","Dezuu Slow","Dezuu lento"
"23","右","right","certo"
"24","変なところとは失礼な……！","What is strange is rude……！","O que é estranho é rude……！"
"25","左","left","esquerdo"
"26","怖いんだから仕方ないでしょ！","It's scary, so it can't be helped！","É assustador, então não pode ser evitado！"
"27","目がっかり:口がっかり:頬無し","Eyes disappointed: mouth disappointed: no cheeks","Olhos decepcionados: boca decepcionada: sem bochechas"
"28","目むくれ:口むくれ:頬無し","Swollen eyes: swollen mouth: no cheeks","Olhos inchados: boca inchada: sem bochechas"
"29","目キョトン:口キョトン:頬無し","Eyes Kyoton: Mouth Kyoton: No cheeks","Olhos Kyoton: Boca Kyoton: Sem bochechas"
"30","目哀しみ:口哀しみ:頬無し","Eyes sadness: mouth sadness: no cheeks","Tristeza nos olhos: tristeza na boca: sem bochechas"
"31","目困惑:口困惑:頬無し","Eyes Puzzled: Mouth Puzzles: No Cheeks","Olhos intrigados: quebra-cabeças de boca: sem bochechas"
"32","目無表情:口無表情:頬無し","Eyes Expressionless: Mouth Expressionless: No Cheeks","Olhos sem expressão: boca sem expressão: sem bochechas"
"33","風太郎","Futaro","Futaro"
