"1","…………。","…………。","…………。"
"2","……すみません。\nいただきます。","……I'm sorry。\nItadakimasu","……Desculpa。\nItadakimasu"
"3","あ、残りは食べちゃってね。\nちょっと多く取っちゃったけど、\nたくさんあるから大丈夫。","Oh, I ate the rest。\nI took a little more, but\nlot It's okay because it's there。","Oh, eu comi o resto。\nEu tomei um pouco mais, mas\nlote Está tudo bem porque está lá。"
"4","あー、うん。\nこれは俺もフォローの言葉が出てこない。","Uh, yeah。\nThis is where I don't get the words to follow up either。","Uh, sim。\nÉ aqui que eu também não recebo as palavras para acompanhar。"
"5","え？","Eh？","Eh？"
"6","おい、五月。\n腹が減ったからって、つまみ食いするなよ。","Hey, May\nDon't eat snacks because you're hungry。","Ei, Maio\nNão coma lanches porque você está com fome。"
"7","お兄ちゃーん？\n五月さんに変なこと言っちゃダメだよ？\nそれは、私が味見を頼んで渡したんだからね。","My brother？\nDon't you say strange things to Satsuki-san？\nThat's because I asked for a taste and gave it to you。","Meu irmão？\nVocê não diz coisas estranhas para Satsuki-san？\nIsso porque eu pedi um gostinho e dei a você。"
"8","そのようです。\n本当にしっかりした、優しい子ですね。","It looks like that。\nIt's a really solid and kind child。","Parece com isso。\nÉ uma criança muito sólida e gentil。"
"9","た、確かにお腹は空いています！\nそれは認めますが、いくらなんでも\nみんなの食事に手をつけるなんてあり得ません。","I'm certainly hungry！\nI admit it, but no matter how much\neveryone It's impossible to get your hands on a meal。","Certamente estou com fome！\nEu admito, mas não importa o quanto\ntodos É impossível colocar as mãos em uma refeição。"
"10","とっても美味しいです。","It's very tasty。","É muito gostoso。"
"11","どうしてあなたが偉そうなんですか。","Why are you bossy？","Por que você é mandona？"
"12","どう？","How's it going？","Como está indo？"
"13","はぁ……。","huh……","hein……"
"14","はいはい、わかったよ。","Yes, yes, I understand。","Sim, sim, eu entendo。"
"15","ま、まま、まさか、そんなことするわけ\nないじゃないですか。","Well, as it is, there is no\nto do that。","Bem, como está, não há\nfazer isso。"
"16","よかった、みんなも美味しく食べてくれるよね。\nありがとう、五月さん。","That's good, everyone eats deliciously, too。\nThank you, Satsuki-san","Isso é bom, todo mundo come deliciosamente também。\nObrigado, Satsuki-san"
"17","らいは","Raiha","Raiha"
"18","らいはにかなわないのはお互い様だな。","It's like each other who doesn't match Raiha。","É como um ao outro que não combina com Raiha。"
"19","フッ、俺の自慢の妹だ。","Huh, that's my proud little sister。","Huh, essa é minha irmãzinha orgulhosa。"
