"1","ああ、俺も同じことを考えてた。","Oh, I was thinking the same thing。","Oh, eu estava pensando a mesma coisa。"
"2","ああ、確か５時くらいだな。","Oh, it's certainly around 5:00。","Oh, certamente é por volta das 5:00。"
"3","あー、言い出しといてなんだけどダメかも。\n夏の日の出ってすごく早いんだった。","Oh, what's wrong with saying it, but maybe it's useless。\nThe summer sunrise was very early。","Oh, o que há de errado em dizer isso, mas talvez seja inútil。\nO nascer do sol de verão foi muito cedo。"
"4","うわ、絶対無理！\n今まで通りでやっていこう！","Wow, absolutely impossible！\nLet's do it as before！","Uau, absolutamente impossível！\nVamos fazer isso como antes！"
"5","うん、おやすみなさい。","Yeah, good night。","Sim, boa noite。"
"6","うん、今日もくたくただよ。\nよく眠れそう。","Yeah, I just got sick today。\nI seem to be able to sleep well。","Sim, acabei de ficar doente hoje。\nParece que consigo dormir bem。"
"7","これ、考えてみたらすごく健康的だよね。\nいっそのこと、日の出で起きて働いて\n日没には寝ることにしてみる？","This is very healthy when you think about it。\nBetter yet, get up and work at sunrise\nWould you like to sleep at sunset？","Isso é muito saudável quando você pensa sobre isso。\nMelhor ainda, levante-se e trabalhe ao nascer do sol\nVocê gostaria de dormir ao pôr do sol？"
"8","そんな早起き、お前にできるのか？","Can you get up so early？","Você pode se levantar tão cedo？"
"9","はは、そうだな。\nんじゃ、おやすみ。","Haha, that's right。\n, good night。","Haha, está certo。\n, boa noite。"
"10","ふああ……。","Whoa……。","Uau……。"
"11","ラベル0","Label 0","Rótulo 0"
"12","一花","Ichika","Ichika"
"13","一花か。\nお前ももう寝るところか？","Is it Ichika\nAre you already going to sleep too？","É Ichika\nVocê já vai dormir também？"
"14","出右","Izu","Izu"
"15","出左","Izusa","Izusa"
"16","大きなあくびだな～。\n食べられちゃうかと思った、なんてね。","That's a big yawn。\nI thought I would be able to eat it, huh？","É um grande bocejo。\nEu pensei que eu seria capaz de comê-lo, hein？"
"17","左","left","esquerdo"
"18","目がっかり:口がっかり:頬無し","Eyes disappointed: mouth disappointed: no cheeks","Olhos decepcionados: boca decepcionada: sem bochechas"
"19","目キョトン:口キョトン:頬無し","Eyes Kyoton: Mouth Kyoton: No cheeks","Olhos Kyoton: Boca Kyoton: Sem bochechas"
"20","目ニヤリ:口ニヤリ:頬無し","Eyes Grins: Mouth Grins: No Cheeks","Olhos sorrisos: boca sorri: sem bochechas"
"21","目微笑:口微笑:頬無し","Eyes Smiling: Mouth Smiling: No Cheeks","Olhos sorrindo: boca sorrindo: sem bochechas"
"22","目無表情:口無表情:頬無し","Eyes Expressionless: Mouth Expressionless: No Cheeks","Olhos sem expressão: boca sem expressão: sem bochechas"
"23","目笑顔:口笑顔:頬無し","Eyes Smile: Mouth Smile: No Cheeks","Sorriso de olhos: sorriso na boca: sem bochechas"
"24","目苦笑:口苦笑:頬無し","A bitter smile: a bitter mouth smile: no cheeks","Um sorriso amargo: um sorriso amargo na boca: sem bochechas"
"25","目通常:口通常:頬無し","Eyes Normal: Mouth Normal: No Cheeks","Olhos normais: boca normal: sem bochechas"
"26","目驚き:口驚き:頬無し","Eye surprise: mouth surprise: no cheek","Surpresa ocular: surpresa na boca: sem bochecha"
"27","風太郎","Futaro","Futaro"
"28","（今日も疲れたな、よく寝れそうだ）","（I'm tired today too, I seem to be able to sleep well）","（Estou cansado hoje também, parece que consigo dormir bem）"
