"1","……おい、朝から脅かすな。","……Hey, don't threaten me in the morning","……Ei, não me ameace de manhã"
"2","……なんだ、一花か？","What is ……, Ichika？","O que é ……, Ichika？"
"3","ああ、おかげさまで。","Oh, thanks to you。","Oh, graças a você。"
"4","あはは、うそだよ。\nまだ朝ご飯の準備中。","Aha, that's a lie。\nBreakfast is still being prepared。","Ah, isso é uma mentira。\nO café da manhã ainda está sendo preparado。"
"5","おはよう。\n起こしに来てくれたのか？","Good morning\nDid you come to wake me up？","Bom dia\nVocê veio me acordar？"
"6","おーい、フータロー君？","Hey, Mr。 Futaro？","Ei, Sr。 Futaro？"
"7","お？　起きたね？\nおはようフータロー君。","Oh？ It happened, didn't it？\nGood morning, Futaro-kun","Ah？ Aconteceu, não foi？\nBom dia, Futaro-kun"
"8","ごめんごめん。\nでもしっかり目が覚めたんじゃない？","I'm sorry, I'm sorry。\nBut didn't you wake up well？","Desculpa, desculpa。\nMas você não acordou bem？"
"9","じゃあ、支度できたらリビングに来て。","Well, when you're ready, come to the living room。","Bem, quando estiver pronto, venha para a sala de estar。"
"10","すー……ぐー……。","Sooo……goo……。","Sooo……bom……。"
"11","そうだよ。\nもうみんなリビングにそろってるのに、\n君、ちっとも起きてこないんだもん。","That's right。\nEven though everyone is already in the living room,\nkun It's not waking up at all。","Está certo。\nMesmo que todo mundo já esteja na sala de estar,\nkun Não está acordando de jeito nenhum。"
"12","なにっ！？\nまさか寝坊したか！？","What is it！？\nNo way did you oversleep！？","O que é isso！？\nDe jeito nenhum você dormiu demais！？"
"13","わかった、またあとで。","Okay, I'll see you later。","Ok, vejo você mais tarde。"
"14","ラベル0","Label 0","Rótulo 0"
"15","一花","Ichika","Ichika"
"16","出右","Izu","Izu"
"17","朝だよー、おーきーてー。","It's morning, ooh, hey。","É de manhã, ooh, ei。"
"18","目キョトン:口キョトン:頬無し","Eyes Kyoton: Mouth Kyoton: No cheeks","Olhos Kyoton: Boca Kyoton: Sem bochechas"
"19","目困惑:口困惑:頬無し","Eyes Puzzled: Mouth Puzzles: No Cheeks","Olhos intrigados: quebra-cabeças de boca: sem bochechas"
"20","目微笑:口微笑:頬無し","Eyes Smiling: Mouth Smiling: No Cheeks","Olhos sorrindo: boca sorrindo: sem bochechas"
"21","目笑顔:口笑顔:頬無し","Eyes Smile: Mouth Smile: No Cheeks","Sorriso de olhos: sorriso na boca: sem bochechas"
"22","目通常:口通常:頬無し","Eyes Normal: Mouth Normal: No Cheeks","Olhos normais: boca normal: sem bochechas"
"23","風太郎","Futaro","Futaro"
"24","（……ん？　なんか音がしたか？）","（……huh？ （Did you hear something？）","（……hein？ （Você ouviu alguma coisa？）"
