"1","いや、この豚汁、\n不味くはないんだが肉がちょっと固いな。","No, this\nsoup isn't bad, but the meat is a little hard。","Não, esta sopa de\nnão é má, mas a carne é um pouco dura。"
"2","うーむ……。","Hmm……。","Hmm……。"
"3","さすが二乃さん！\n期待してるね。","As expected, Mr。 Nino！\nI'm expecting it。","Como esperado, Sr。 Nino！\nEstou esperando por isso。"
"4","そうね。\nたぶん、煮込みすぎてるんじゃないかしら。","That's right。\nMaybe it's stewed too much。","Está certo。\nTalvez esteja cozido demais。"
"5","どうしたの、お兄ちゃん？","What's wrong with you, big brother？","O que há de errado com você, irmão mais velho？"
"6","まあでも、肉以外はバッチリだし\nまずまずの成功だな。","Well, except for meat, it's perfect, and\nit's a reasonable success。","Bem, exceto pela carne, é perfeito, e\né um sucesso razoável。"
"7","らいは","Raiha","Raiha"
"8","二乃","Nino","Nino"
"9","今度、もう一度豚汁を作ることがあったら\n私が最高のものを作ってあげるわね。","If I ever make pork soup again next time,\nI'll make the best one。","Se voltar a fazer sopa de\n, farei a melhor。"
"10","出右","Izu","Izu"
"11","出左","Izusa","Izusa"
"12","左外","Sadai","Sadai"
"13","目がっかり:口がっかり:頬無し","Eyes disappointed: mouth disappointed: no cheeks","Olhos decepcionados: boca decepcionada: sem bochechas"
"14","目キョトン:口キョトン:頬無し","Eyes Kyoton: Mouth Kyoton: No cheeks","Olhos Kyoton: Boca Kyoton: Sem bochechas"
"15","目微笑:口微笑:頬無し","Eyes Smiling: Mouth Smiling: No Cheeks","Olhos sorrindo: boca sorrindo: sem bochechas"
"16","目笑顔:口笑顔:頬笑顔","Eyes Smile: Mouth Smile: Cheek Smile","Sorriso de olhos: sorriso na boca: sorriso na bochecha"
"17","目苦笑:口苦笑:頬無し","A bitter smile: a bitter mouth smile: no cheeks","Um sorriso amargo: um sorriso amargo na boca: sem bochechas"
"18","目通常:口通常:頬無し","Eyes Normal: Mouth Normal: No Cheeks","Olhos normais: boca normal: sem bochechas"
"19","風太郎","Futaro","Futaro"
