"1","……！！\nこれすごく美味しい！","……！！\nThis is so delicious！","……！！\nIsso é tão delicioso！"
"2","ああ、驚きだな。","Oh, that's a surprise。","Oh, isso é uma surpresa。"
"3","いただきます。","Itadakimasu","Itadakimasu"
"4","この酸味、ソースにフルーツが入ってますね。","There are fruits in this sourness and sauce。","Há frutas nessa acidez e molho。"
"5","らいは","Raiha","Raiha"
"6","ラベル0","Label 0","Rótulo 0"
"7","一花","Ichika","Ichika"
"8","二乃","Nino","Nino"
"9","出右","Izu","Izu"
"10","出左","Izusa","Izusa"
"11","四葉","Yotsuba","Yotsuba"
"12","料理って、一工夫でびっくりするほど変わるものよ。\nこれは大成功ね。","Cooking changes surprisingly with one ingenuity。\nThis is a huge success, isn't it？","Cozinhar muda surpreendentemente com uma engenhosidade。\nIsso é um grande sucesso, não é？"
"13","目キョトン:口キョトン:頬無し","Eyes Kyoton: Mouth Kyoton: No cheeks","Olhos Kyoton: Boca Kyoton: Sem bochechas"
"14","目微笑:口微笑:頬無し","Eyes Smiling: Mouth Smiling: No Cheeks","Olhos sorrindo: boca sorrindo: sem bochechas"
"15","目笑顔:口笑顔:頬無し","Eyes Smile: Mouth Smile: No Cheeks","Sorriso de olhos: sorriso na boca: sem bochechas"
"16","目笑顔:口笑顔:頬笑顔","Eyes Smile: Mouth Smile: Cheek Smile","Sorriso de olhos: sorriso na boca: sorriso na bochecha"
"17","目通常:口通常:頬無し","Eyes Normal: Mouth Normal: No Cheeks","Olhos normais: boca normal: sem bochechas"
"18","目驚き:口驚き:頬無し","Eye surprise: mouth surprise: no cheek","Surpresa ocular: surpresa na boca: sem bochecha"
"19","風太郎","Futaro","Futaro"
