"1","…………。","…………。","…………。"
"2","……あったぞ！\n『島に伝わる古い伝承について』って書いてある。\nたぶん、これじゃないか？","There was ……！\nIt says “About old folklore handed down on the island。”\nMaybe this isn't it？","Houve ……！\nDiz “Sobre o antigo folclore transmitido na ilha”。\nTalvez não seja isso？"
"3","……あれ？","……is that？","……é isso？"
"4","……そ、そうかもしれないけど。\nでも実際に島の人たちがやってたんでしょ？\n結婚式で。","……That might be the case。\nBut the people on the island actually did it, right？\nAt weddings。","……Esse pode ser o caso。\nMas as pessoas na ilha realmente fizeram isso, certo？\nEm casamentos。"
"5","……どこにあるのかしら？\n食料集めであちこち行ったけど、\n水晶も泉も見かけなかったわよね？","I wonder where ……is it？\nI went here and there to collect food, but\nCrystal is also a spring I didn't even see it, right？","Eu me pergunto onde está o ……？\nEu fui aqui e ali pegar comida, mas\nCrystal também é uma primavera que eu nem vi, né？"
"6","……安心しろ、そういう類いじゃなさそうだ。","……Don't worry, it doesn't seem like that kind of thing。","……Não se preocupe, não parece esse tipo de coisa。"
"7","あ……。","Ah,……。","Ah,……。"
"8","あ、あの、ここで水を差すようで\n申し訳ないのですが、少し不安が……。","Oh, uh, it seems like I'm pouring water here\nI'm sorry, but I'm a little worried……。","Oh, uh, parece que estou jogando água aqui\nDesculpe, mas estou um pouco preocupado……。"
"9","あ、ええ、そうね、結構疲れてるかも。\n服もちょっとカビ臭くなってるし、\n夕食の前にお風呂に入りたいわ。","Oh, yeah, yeah, maybe I'm pretty tired。\nThe clothes are also a bit musty, and\ndinner I want to take a bath before。","Oh, sim, sim, talvez eu esteja muito cansado。\nAs roupas também estão um pouco mofadas, e\njantar eu quero tomar banho antes。"
"10","あ、そうだよね。\n昔話だって怖いのが結構あるし。","Oh, that's right。\nThere are quite a few things in old tales that are scary。","Oh, está certo。\nExistem algumas coisas nos contos antigos que são assustadoras。"
"11","ああ、それらしき記述はない。","Oh, there's no such description。","Oh, não existe essa descrição。"
"12","ああ、なんとか。\n文字の書き方からして、同じ人物が\n書いた本なのは間違いないな。","Oh, I managed to do it。 Based on how to write\ncharacters, the same person wrote\nThere's no doubt that it's a book。","Oh, eu consegui fazer isso。 Baseado em como escrever\ncaracteres, a mesma pessoa escreveu\nNão há dúvida de que é um livro。"
