"1","…………。","…………。","…………。"
"2","……もしかして、昨日の夜、\nフータローと何かあった？","……Did you mean yesterday night\nWhat happened with Futaro？","……Você quis dizer ontem à noite\nO que aconteceu com Futaro？"
"3","……五月？","……May？","……maio？"
"4","あ、はい！","Oh, yes！","Ah, sim！"
"5","あなたはちゃんと、私たち姉妹に\n真剣に向き合ってくれている。","You are properly facing our sisters\nseriously。","Você está enfrentando nossas irmãs\nseriamente。"
"6","ありがとうございます。","Thank you very much","Muito obrigado"
"7","いいから！　俺に任せてくれ！","Because it's okay！ Leave it to me！","Porque está tudo bem！ Deixe isso comigo！"
"8","うんっ！　充分楽しめた！","Yeah！ I enjoyed it enough！","Sim！ Eu gostei o suficiente！"
"9","ええ。\n今日１日、みんなで楽しく過ごして、\n最高の想い出を作りましょう。","yeah。\nHave fun with everyone today 1,\nawesome Let's make memories of","Sim。\nDivirta-se com todos hoje 1,\nincrível Vamos fazer memórias de"
"10","え？　いいの？","Eh？ Is that okay？","Eh？ Está tudo bem？"
"11","え？　でも、もう終わりだよ？","Eh？ But it's already over, isn't it？","Eh？ Mas já acabou, não é？"
"12","おう、頼りにしてるぞ。\nじゃあ、とりあえず……。","Oh, I'm counting on you。\nOkay, for now……。","Ah, estou contando com você。\nEntão,……por enquanto。"
"13","おはようございまーす！","Good morning mars！","Bom dia marte！"
"14","さて、そろそろテントを片付けて別荘に戻るか。\nらいはも、もういいよな？","Now, is it time to clean up the tent and go back to the villa？\nRaihamo is already good, isn't it？","Agora, é hora de limpar a barraca e voltar para a vila？\nRaihamo já está bom, não é？"
"15","それよりも、今日はもう\n上杉君と過ごす権利など関係なく、\nみんなで遊びましょう。","Rather than that, let's play together\nregardless of the right to spend with\nUesugi today。","Ao invés disso, vamos jogar juntos\nindependente do direito de gastar com\nUesugi hoje。"
"16","ちゃっちゃと片付けて朝ご飯にしましょ。\nほら五月、ぼーっとしてないでさっさと動きなさい。","Let's clean it up and have breakfast。\nLook May, don't be dazed and move quickly。","Vamos limpá-lo e tomar café da manhã。\nOlha maio, não fique atordoado e se mova rapidamente。"
"17","とぼけるな。\n昨日、お前がずっと変な行動をしていたのは\n俺を守ろうとしていたからだろ？","Don't play around。\nThe reason you were acting weird all the time yesterday is\nIt's because you were trying to protect me, wasn't it？","Não brinque por aí。\nA razão pela qual você estava agindo estranho o tempo todo ontem é\nÉ porque você estava tentando me proteger, não era？"
"18","どうした？","What's wrong with you？","O que há de errado com você？"
"19","なにもありませんよ。\n心配してくれて、ありがとうございます。","There's nothing there。\nThank you for worrying me","Não há nada lá。\nObrigado por me preocupar"
"20","なら俺が持っていこう。\nテントは重いからな、力仕事は俺の仕事だ。","Then let's take it with me。\nTents are heavy, heavy lifting is my job。","Então, vamos levá-lo comigo。\nTendas são pesadas, trabalho pesado é o meu trabalho。"
"21","はい、あとは倉庫にしまうだけです。","Yes, all that's left is to store it in the warehouse。","Sim, tudo o que resta é armazená-lo no armazém。"
"22","ふーん。\n権利を放棄するなんて、ずいぶんと余裕じゃない。","Hmm\nIt's not a lot of room to give up rights。","Hmm\nNão há muito espaço para abrir mão dos direitos。"
"23","まあ、あんたがそういうなら、\nお言葉に甘えさせてもらうわ。","Well, if you're like that, I'll spoil you with\nwords。","Bem, se você é assim, eu vou mimá-lo com\npalavras。"
"24","みんなでやったほうが早い。","It's faster to do it together。","É mais rápido fazer isso juntos。"
"25","よいっしょ、っと。","That's good, huh。","Isso é bom, hein。"
"26","らいは","Raiha","Raiha"
"27","フータロー君の仕事かなぁ？\nどっちかって言うと四葉なような？","Is it Futaro's job？\nIs it like a four-leaf when you say which one？","É o trabalho de Futaro？\nÉ como uma folha de quatro quando você diz qual？"
"28","フー君、ちょっといいかしら？","Fu-kun, is it a little good？","Fu-kun, está um pouco bom？"
"29","ラベル0","Label 0","Rótulo 0"
"30","一花","Ichika","Ichika"
"31","一花、四葉、らいは！\nテントの片付け、手伝うぞ。","Ichika, Yotsuba, Raiha！\nI'll help you clean up the tent","Ichika, Yotsuba, Raiha！\nEu vou te ajudar a limpar a tenda"
"32","三玖","Sankaku","Sankaku"
"33","三玖？\n二乃も、どうかしましたか？","Sanko？\nWhat's wrong with Nino too？","Sanko？\nO que há de errado com Nino também？"
"34","上杉君。\nお礼を言わないといけないのは、私のほうですよ。","Uesugi-kun\nI'm the one who has to say thank you。","Uesugi-kun\nSou eu quem tem que dizer obrigado。"
"35","中","midst","meio"
"36","二乃","Nino","Nino"
"37","五月","May","Maio"
"38","今度は私も手伝うよ。","I'll help you this time too。","Eu vou te ajudar desta vez também。"
"39","俺が、お父さんに怒られないように。","Don't let me get mad at my dad","Não me deixe ficar bravo com meu pai"
"40","出右","Izu","Izu"
"41","出右遅","Dezuu Slow","Dezuu lento"
"42","出左","Izusa","Izusa"
"43","右","right","certo"
"44","右外","Right outside","Do lado de fora"
"45","四葉","Yotsuba","Yotsuba"
"46","大丈夫ですよ。\n私は、そういうつもりはありませんから。","It's okay。\nI don't intend to do that。","Está tudo bem。\nEu não pretendo fazer isso。"
"47","左","left","esquerdo"
"48","左外","Sadai","Sadai"
"49","朝ご飯なんだけど、何か\n食べたいもののリクエストはある？","It's breakfast, but is there any request for something you want to\n？","É café da manhã, mas há algum pedido de algo que você queira\n？"
"50","焚き火もきちんと\n始末しておかなくてはいけませんね。","You have to get rid of the\nproperly。","Você tem que se livrar da\ncorretamente。"
"51","片付けの手伝いにきたよー。","I came to help clean up。","Eu vim para ajudar a limpar。"
"52","目がっかり:口がっかり:頬無し:汗無し","Eyes disappointed: mouth disappointed: no cheeks: no sweat","Olhos decepcionados: boca decepcionada: sem bochechas: sem suor"
