"1","……ああ、二乃か。","……Oh, is it Nino？","……Ah, é Nino？"
"2","いいもの？","A good one？","Uma boa？"
"3","おはよ、フー君。","Good morning, Fu","Bom dia, Fu"
"4","お邪魔しまーす。","I'm sorry to disturb you。","Sinto muito incomodá-lo。"
"5","って、うわっ！？\nお前なんで勝手に部屋に入ってるんだ！","What, wow！？\nWhy are you entering the room without permission！","O que, uau！？\nPor que você está entrando na sala sem permissão！"
"6","はあ？　そんなもん見て楽しいか？\nなんの足しにもならないだろ……。","Huh？ Is it fun to watch something like that？\nis not going to add anything……。","Hã？ É divertido assistir algo assim？\nnão vai adicionar nada……。"
"7","むにゃむにゃ……。","Munyamunya……．","Munyamunya……．"
"8","もう、仕方ないわね。","It can't be helped anymore。","Não pode mais ser ajudado。"
"9","ん～……。","Hmm ~……。","Hum ~……。"
"10","フー君、朝よ。","Fu-kun, it's morning","Fu-kun, é de manhã"
"11","フー君、朝よ。\n起きて？","Fu-kun, it's morning\nWake up？","Fu-kun, é manhã\nAcorde？"
"12","フー君の寝顔。","Fu's sleeping face","Cara adormecida de Fu"
"13","フー君？\n朝になったわよ、いつまで寝てる気？","Fu-kun？\nIt's morning, until when are you going to sleep？","Fu-kun？\nÉ de manhã, até quando você vai dormir？"
"14","二乃","Nino","Nino"
"15","右","right","certo"
"16","声をかけても返事してくれないんだもの。\nおかげでいいもの見ちゃったわ。","They don't reply even if they call out。\nThanks to that, I saw something good。","Eles não respondem, mesmo que gritem。\nGraças a isso, eu vi algo bom。"
"17","目がっかり:口がっかり:頬無し","Eyes disappointed: mouth disappointed: no cheeks","Olhos decepcionados: boca decepcionada: sem bochechas"
"18","目ときめき:口ときめき:頬ときめき","Eyes Crush: Mouth Crush: Cheek Crush","Esmagamento de olhos: Esmagamento na boca: esmagamento"
"19","目キョトン:口キョトン:頬無し","Eyes Kyoton: Mouth Kyoton: No cheeks","Olhos Kyoton: Boca Kyoton: Sem bochechas"
"20","目困惑:口困惑:頬無し","Eyes Puzzled: Mouth Puzzles: No Cheeks","Olhos intrigados: quebra-cabeças de boca: sem bochechas"
"21","目微笑:口微笑:頬無し","Eyes Smiling: Mouth Smiling: No Cheeks","Olhos sorrindo: boca sorrindo: sem bochechas"
"22","目照れ微笑:口照れ微笑:頬照れ微笑","Shy smile: shy smile: shy smile","Sorriso tímido: sorriso tímido: sorriso tímido"
"23","目笑顔:口笑顔:頬無し","Eyes Smile: Mouth Smile: No Cheeks","Sorriso de olhos: sorriso na boca: sem bochechas"
"24","目通常:口通常:頬無し","Eyes Normal: Mouth Normal: No Cheeks","Olhos normais: boca normal: sem bochechas"
"25","立ち上がり遅","Rise up late","Levante-se tarde"
"26","風太郎","Futaro","Futaro"
"27","（ん？　誰かの声が……）","（Hmm？ Someone's voice is……）","（Hmm？ A voz de alguém é……）"
"28","？？？","？？？","？？？"
